#id	name	altIDs	elementtype	features	cellularLocation	evidence
pid_110637	alphaPIX	UniProt:Q15052	protein	None	None	None
pid_110648	ILK	UniProt:Q13418	protein	inactivating-residue-modification	None	None
pid_110653	ILKAP	UniProt:Q9H0C8	protein	activating-residue-modification	None	None
pid_110669	CDC37	UniProt:Q16543	protein	None	None	None
pid_110673	CDC37	None	protein	None	None	None
pid_110709	alphaNAC	UniProt:Q13765	protein	None	None	None
pid_110734	SNAIL	UniProt:O95863	protein	None	None	None
pid_110748	MYPT1	UniProt:O14974	protein	[phosphorylated-residue]@null;activating-residue-modification	None	None
pid_110804	p70S6K	UniProt:P23443	protein	activating-residue-modification	None	None
pid_110820	GRB10	UniProt:Q13322	protein	[O4'-phospho-L-tyrosine]@null	plasma-membrane	None
pid_110838	RAF1	UniProt:P04049	protein	activating-residue-modification	cytoplasm	None
pid_110839	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@259;inactivating-residue-modification	cytoplasm	None
pid_110850	PKC-delta	UniProt:Q05655	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_110856	SHC	UniProt:P29353	protein	[O4'-phospho-L-tyrosine]@239;[O4'-phospho-L-tyrosine]@240;[O4'-phospho-L-tyrosine]@317	None	None
pid_110901	Crk;CRK	UniProt:P46108	protein	[O4'-phospho-L-tyrosine]@null	cytoplasm	None
pid_110973	IRS2	UniProt:Q9Y4H2	protein	None	None	None
pid_111002	PKC-zeta	UniProt:Q05513	protein	[O-phospho-L-threonine]@410;activating-residue-modification	None	None
pid_111065	PKC-mu	UniProt:Q15139	protein	None	None	None
pid_111067	PKC-mu	UniProt:Q15139	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_111076	CRKL	UniProt:P46109	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_111558	PDE3B	UniProt:Q13370	protein	activating-residue-modification	None	None
pid_111563	PDE3B	UniProt:Q13370	protein	None	None	None
pid_111834	HIF1A	UniProt:Q16665	protein	None	cytoplasm	None
pid_111835	HIF1A	UniProt:Q16665	protein	[hydroxylated-proline]@402;[hydroxylated-proline]@564	cytoplasm	None
pid_111843	OS9	UniProt:Q13438	protein	None	None	None
pid_111855	JAB1	UniProt:Q92905	protein	None	nucleus	None
pid_111857	p53	UniProt:P04637	protein	activating-residue-modification	None	None
pid_111874	TCEB1	UniProt:Q15369	protein	activating-residue-modification	None	None
pid_111876	RACK1	UniProt:P63244	protein	activating-residue-modification	None	None
pid_111878	TCEB2	UniProt:Q15370	protein	activating-residue-modification	None	None
pid_111880	HIF1A	UniProt:Q16665	protein	[ubiquitination]@null;inactivating-residue-modification	None	None
pid_111902	HIF1A	UniProt:Q16665	protein	[O-phospho-L-threonine]@796	cytoplasm	None
pid_111933	HIF1A	UniProt:Q16665	protein	[hydroxylated-proline]@402;[hydroxylated-proline]@564;[N-acetylated-L-lysine]@532	cytoplasm	None
pid_111937	RBX1	UniProt:P62877	protein	None	None	None
pid_111939	CUL2	UniProt:Q13617	protein	None	None	None
pid_111949	HIF1A	UniProt:Q16665	protein	[hydroxylated-proline]@402;[hydroxylated-proline]@564;[N-acetylated-L-lysine]@532;[ubiquitination]@null;inactivating-residue-modification	None	None
pid_111950	RBX1	UniProt:P62877	protein	activating-residue-modification	None	None
pid_111952	VHL	UniProt:P40337	protein	activating-residue-modification	None	None
pid_111954	CUL2	UniProt:Q13617	protein	activating-residue-modification	None	None
pid_111972	IPAS	UniProt:Q9Y2N7	protein	None	None	None
pid_111993	ARD1	UniProt:P41227	protein	None	None	None
pid_112001	RET9	None	protein	None	None	None
pid_112008	RET9	None	protein	activating-residue-modification	None	None
pid_112027	Enigma	UniProt:Q9NR12	protein	None	None	None
pid_112045	Frs2;FRS2	UniProt:Q8WU20	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_112068	RET51	UniProt:P07949	protein	[O4'-phospho-L-tyrosine]@1015;[O4'-phospho-L-tyrosine]@1062;[O4'-phospho-L-tyrosine]@1090;[O4'-phospho-L-tyrosine]@1096;[O4'-phospho-L-tyrosine]@806;[O4'-phospho-L-tyrosine]@809;[O4'-phospho-L-tyrosine]@900;[O4'-phospho-L-tyrosine]@905;[O4'-phospho-L-tyrosine]@981;activating-residue-modification	None	None
pid_112077	Dok5	UniProt:Q9P104	protein	None	None	None
pid_112093	Shank3	UniProt:Q9BYB0	protein	None	None	None
pid_112131	FAK	UniProt:Q05397	protein	[O4'-phospho-L-tyrosine]@576;[O4'-phospho-L-tyrosine]@861;[O4'-phospho-L-tyrosine]@925;activating-residue-modification	None	None
pid_112158	Dok4	UniProt:Q8TEW6	protein	None	None	None
pid_112217	IRS2	UniProt:Q9Y4H2	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_112266	RET51	UniProt:P07949	protein	[O-phospho-L-serine]@696;[O4'-phospho-L-tyrosine]@1015;[O4'-phospho-L-tyrosine]@1062;[O4'-phospho-L-tyrosine]@1090;[O4'-phospho-L-tyrosine]@1096;[O4'-phospho-L-tyrosine]@806;[O4'-phospho-L-tyrosine]@809;[O4'-phospho-L-tyrosine]@900;[O4'-phospho-L-tyrosine]@905;[O4'-phospho-L-tyrosine]@981;activating-residue-modification	None	None
pid_112302	Frs2;FRS2	UniProt:Q8WU20	protein	None	None	None
pid_112379	Dok6	UniProt:Q6PKX4	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_112494	RET51	UniProt:P07949	protein	inactivating-residue-modification	None	None
pid_112521	Dok6	UniProt:Q6PKX4	protein	None	None	None
pid_112544	RET51	UniProt:P07949	protein	None	None	None
pid_113422	LSP1	UniProt:P33241	protein	[O-phospho-L-serine]@252;activating-residue-modification	None	None
pid_113430	YWHAZ	UniProt:P63104	protein	[O-phospho-L-serine]@58;activating-residue-modification	None	None
pid_113446	CDC25B	UniProt:P30305	protein	[O-phospho-L-serine]@323;inactivating-residue-modification	None	None
pid_113457	TSC2	UniProt:P49815	protein	[O-phospho-L-serine]@1210;activating-residue-modification	None	None
pid_113471	CDC25B	UniProt:P30305	protein	[O-phospho-L-serine]@323	None	None
pid_113476	5-LO	UniProt:Q16539	protein	None	None	None
pid_113478	5-LO	UniProt:Q16539	protein	[O-phospho-L-serine]@272;activating-residue-modification	None	None
pid_113490	TCF3	UniProt:P15923	protein	[phosphorylated-residue]@null	None	None
pid_113510	SRF	UniProt:P11831	protein	[O-phospho-L-serine]@103;activating-residue-modification	nucleus	None
pid_113522	ER81	UniProt:P50549	protein	None	None	None
pid_113525	ER81	UniProt:P50549	protein	[O-phospho-L-serine]@191;[O-phospho-L-serine]@216;inactivating-residue-modification	None	None
pid_113550	TH	UniProt:P07101	protein	None	None	None
pid_113551	TH	UniProt:P07101	protein	[O-phospho-L-serine]@19;activating-residue-modification	None	None
pid_113566	LSP1	UniProt:P33241	protein	None	None	None
pid_113581	YWHAZ	UniProt:P63104	protein	[O-phospho-L-serine]@58	None	None
pid_113693	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@1253;[O4'-phospho-L-tyrosine]@783;activating-residue-modification	plasma-membrane	None
pid_113698	alpha-actinin-4	UniProt:O43707	protein	None	None	None
pid_113701	RNTRE	UniProt:Q92738	protein	None	None	None
pid_113732	ABI1	UniProt:Q8IZP0	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_113734	WAVE2	UniProt:Q9Y6W5	protein	[O4'-phospho-L-tyrosine]@750;activating-residue-modification	None	None
pid_113763	Csk;CSK	UniProt:P41240	protein	None	cytoplasm	None
pid_113764	Csk;CSK	UniProt:P41240	protein	activating-residue-modification	plasma-membrane	None
pid_113768	p62DOK	UniProt:Q99704	protein	[O4'-phospho-L-tyrosine]@362;[O4'-phospho-L-tyrosine]@398;[O4'-phospho-L-tyrosine]@449;activating-residue-modification	plasma-membrane	None
pid_113793	p62DOK	UniProt:Q99704	protein	[O4'-phospho-L-tyrosine]@362;[O4'-phospho-L-tyrosine]@398;activating-residue-modification	plasma-membrane	None
pid_113797	Src-Family-Kinases-active	None	protein	activating-residue-modification	plasma-membrane	None
pid_113802	PAG1	UniProt:Q9NWQ8	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_113804	PAG1	UniProt:Q9NWQ8	protein	inactivating-residue-modification	None	None
pid_113810	SHP2	UniProt:Q06124	protein	[O4'-phospho-L-tyrosine]@542	None	None
pid_113829	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@621	None	None
pid_113848	NHERF1-2	None	protein	None	None	None
pid_113871	ELK1	UniProt:P19419	protein	[O-phospho-L-serine]@383;[O-phospho-L-serine]@389	None	None
pid_113885	Cortactin	UniProt:Q14247	protein	[O4'-phospho-L-tyrosine]@421;[O4'-phospho-L-tyrosine]@466;[O4'-phospho-L-tyrosine]@482	None	None
pid_113891	c-Abl-Arg	None	protein	activating-residue-modification	None	None
pid_113899	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@259;[O-phospho-L-serine]@621	None	None
pid_113904	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@338;[O-phospho-L-serine]@494;[O-phospho-L-serine]@621;[O-phospho-L-threonine]@491	None	None
pid_113918	KSR	UniProt:Q8IVT5	protein	activating-residue-modification	plasma-membrane	None
pid_113921	PPP2R1A	UniProt:P30153	protein	None	None	None
pid_113923	PPP2R2B	UniProt:Q00005	protein	None	None	None
pid_113939	ARAP1	UniProt:Q96P48	protein	None	None	None
pid_113942	ARAP1	UniProt:Q96P48	protein	activating-residue-modification	cell-leading-edge	None
pid_113988	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@289;[O-phospho-L-serine]@29;[O-phospho-L-serine]@296;[O-phospho-L-serine]@301;[O-phospho-L-serine]@338;[O-phospho-L-serine]@494;[O-phospho-L-serine]@621;[O-phospho-L-serine]@642;[O-phospho-L-threonine]@491	None	None
pid_114007	PIN1	UniProt:Q13526	protein	activating-residue-modification	None	None
pid_114013	MKK4-MKK7	None	protein	None	None	None
pid_114015	MKK4-MKK7	None	protein	activating-residue-modification	None	None
pid_114035	JUND	UniProt:P17535	protein	None	None	None
pid_114041	JUND	UniProt:P17535	protein	[phosphorylated-residue]@null	None	None
pid_114043	JUN;Jun	UniProt:P05412	protein	[O-phospho-L-serine]@63;[O-phospho-L-serine]@73;[O-phospho-L-threonine]@91;[O-phospho-L-threonine]@93	None	None
pid_114056	Src-family-kinases;Src-Family-Kinases	None	protein	inactivating-residue-modification	None	None
pid_114064	BRAF	UniProt:P15056	protein	[O-phospho-L-serine]@446	None	None
pid_114070	BRAF	UniProt:P15056	protein	[O-phospho-L-serine]@446;[O-phospho-L-serine]@601;[O-phospho-L-threonine]@598	None	None
pid_114086	RasGAP	UniProt:P20936	protein	[O4'-phospho-L-tyrosine]@615	None	None
pid_114092	Src-family-kinases;Src-Family-Kinases	None	protein	activating-residue-modification	None	None
pid_114127	KSR	UniProt:Q8IVT5	protein	[O-phospho-L-serine]@297	None	None
pid_114129	MEK1-2	None	protein	inactivating-residue-modification	None	None
pid_114143	14-3-3	None	protein	None	None	None
pid_114145	BRAF	UniProt:P15056	protein	[O-phospho-L-serine]@446;[O-phospho-L-serine]@602;[O-phospho-L-threonine]@599	None	None
pid_114178	ELK1	UniProt:P19419	protein	[O-phospho-L-serine]@383;[O-phospho-L-serine]@389	nucleus	None
pid_114198	DOCK4	UniProt:Q8N1I0	protein	None	None	None
pid_114221	PDGFRB	UniProt:P09619	protein	[O4'-phospho-L-tyrosine]@857	None	None
pid_114237	Gab1;GAB1	UniProt:Q13480	protein	[O4'-phospho-L-tyrosine]@407	None	None
pid_114252	PDGFRB	UniProt:P09619	protein	[O4'-phospho-L-tyrosine]@1009;[O4'-phospho-L-tyrosine]@1021;[O4'-phospho-L-tyrosine]@579;[O4'-phospho-L-tyrosine]@581;[O4'-phospho-L-tyrosine]@686;[O4'-phospho-L-tyrosine]@716;[O4'-phospho-L-tyrosine]@740;[O4'-phospho-L-tyrosine]@751;[O4'-phospho-L-tyrosine]@763;[O4'-phospho-L-tyrosine]@771;[O4'-phospho-L-tyrosine]@775;[O4'-phospho-L-tyrosine]@857;[O4'-phospho-L-tyrosine]@934;[O4'-phospho-L-tyrosine]@970	None	None
pid_114266	STAT1	UniProt:P42224	protein	None	nucleus	None
pid_114286	Eps8	UniProt:Q12929	protein	None	None	None
pid_114289	SOS1	UniProt:Q07889	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_114291	ABI1	UniProt:Q8IZP0	protein	activating-residue-modification	None	None
pid_114333	C3G	UniProt:Q13905	protein	activating-residue-modification	cell-leading-edge	None
pid_114360	Jak2;JAK2	UniProt:O60674	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_114370	c-Abl	UniProt:P00519	protein	[O4'-phospho-L-tyrosine]@245;[O4'-phospho-L-tyrosine]@412;activating-residue-modification	None	None
pid_114376	SOS1	UniProt:Q07889	protein	[O4'-phospho-L-tyrosine]@null;activating-residue-modification	None	None
pid_114422	VAV2	UniProt:P52735	protein	activating-residue-modification	cell-leading-edge	None
pid_114429	PKC-delta	UniProt:Q05655	protein	[O-phospho-L-serine]@664;[O-phospho-L-threonine]@507;[O4'-phospho-L-tyrosine]@null;activating-residue-modification	plasma-membrane	None
pid_114431	PKC-delta	UniProt:Q05655	protein	[O-phospho-L-serine]@664;[O-phospho-L-threonine]@507;[O4'-phospho-L-tyrosine]@311;[O4'-phospho-L-tyrosine]@null;activating-residue-modification	plasma-membrane	None
pid_114453	afadin	UniProt:P55196	protein	None	None	None
pid_114456	SPA-1	UniProt:Q96FS4	protein	inactivating-residue-modification	None	None
pid_114467	SPA-1	UniProt:Q96FS4	protein	activating-residue-modification	cell-leading-edge	None
pid_114484	RAF1	UniProt:P04049	protein	[O-phospho-L-serine]@338;activating-residue-modification	None	None
pid_114491	SM22	UniProt:Q01995	protein	None	None	None
pid_114496	Myocardin	UniProt:Q8IZQ8	protein	None	None	None
pid_114514	KSR	UniProt:Q8IVT5	protein	[O-phospho-L-serine]@297;[O-phospho-L-serine]@320;[O-phospho-L-serine]@443;[O-phospho-L-threonine]@260;[O-phospho-L-threonine]@274	None	None
pid_114531	afadin	UniProt:P55196	protein	[phosphorylated-residue]@null	None	None
pid_114543	STAT5-active	None	protein	None	cytoplasm	None
pid_114575	Sphingosine-1-phosphate	None	small-molecule	None	plasma-membrane	None
pid_114586	p190RhoGAP	UniProt:Q9NRY4	protein	None	adherens-junction	None
pid_114596	BRAF	UniProt:P15056	protein	[O-phospho-L-serine]@151;[O-phospho-L-serine]@446;[O-phospho-L-serine]@602;[O-phospho-L-serine]@750;[O-phospho-L-threonine]@401;[O-phospho-L-threonine]@599;[O-phospho-L-threonine]@753	None	None
pid_114613	BRAF	UniProt:P15056	protein	inactivating-residue-modification	cytoplasm	None
pid_114615	BRAF	UniProt:P15056	protein	activating-residue-modification	plasma-membrane	None
pid_114666	RSK2	UniProt:P51812	protein	[O-phospho-L-serine]@103;activating-residue-modification	None	None
pid_114683	p62DOK	UniProt:Q99704	protein	None	cytoplasm	None
pid_114710	Crk;CRK	UniProt:P46108	protein	activating-residue-modification	cell-leading-edge	None
pid_114717	FOS;Fos	UniProt:P01100	protein	[O-phospho-L-serine]@374;[O-phospho-L-threonine]@232;[O-phospho-L-threonine]@325;[O-phospho-L-threonine]@331	nucleus	None
pid_114738	c-Abl-Arg	None	protein	None	None	None
pid_114745	KSR	UniProt:Q8IVT5	protein	[O-phospho-L-serine]@297;[O-phospho-L-serine]@392	None	None
pid_114795	PDGFRB	UniProt:P09619	protein	[O4'-phospho-L-tyrosine]@1009;[O4'-phospho-L-tyrosine]@1021;[O4'-phospho-L-tyrosine]@579;[O4'-phospho-L-tyrosine]@581;[O4'-phospho-L-tyrosine]@716;[O4'-phospho-L-tyrosine]@763;[O4'-phospho-L-tyrosine]@775;[O4'-phospho-L-tyrosine]@857	None	None
pid_114807	PLCgamma1	UniProt:P19174	protein	[O4'-phospho-L-tyrosine]@1003;[O4'-phospho-L-tyrosine]@1253;[O4'-phospho-L-tyrosine]@771;[O4'-phospho-L-tyrosine]@783;inactivating-residue-modification	plasma-membrane	None
pid_114837	WAVE2	UniProt:Q9Y6W5	protein	None	None	None
pid_114848	IRSP53	UniProt:Q9UQB8	protein	None	None	None
pid_114862	ACTA2	UniProt:P62736	protein	None	None	None
pid_114894	BRAF	UniProt:P15056	protein	[O-phospho-L-serine]@750;[O-phospho-L-threonine]@151;[O-phospho-L-threonine]@401;[O-phospho-L-threonine]@753;inactivating-residue-modification	None	None
pid_114904	Myocardin	UniProt:Q8IZQ8	protein	None	nucleus	None
pid_114916	PTP1B	UniProt:P18031	protein	activating-residue-modification	None	None
pid_114950	PAG1	UniProt:Q9NWQ8	protein	activating-residue-modification	None	None
pid_114969	SLAP	UniProt:Q13239	protein	None	None	None
pid_115027	PLCgamma1	UniProt:P19174	protein	None	plasma-membrane	None
pid_115029	CBL;Cbl	UniProt:P22681	protein	[O4'-phospho-L-tyrosine]@665;[O4'-phospho-L-tyrosine]@709	None	None
pid_115049	LRP1	UniProt:Q07954	protein	None	None	None
pid_115066	PLA2G4A	UniProt:P47712	protein	None	None	None
pid_115696	IL2	UniProt:P60568	protein	[O-glycosyl-L-threonine]@23	extracellular-region	None
pid_115698	Fyn	UniProt:P06241	protein	[O4'-phospho-L-tyrosine]@531;inactivating-residue-modification	None	None
pid_115706	IL2R-beta	UniProt:P14784	protein	[O4'-phospho-L-tyrosine]@381;[O4'-phospho-L-tyrosine]@384;[O4'-phospho-L-tyrosine]@387;[O4'-phospho-L-tyrosine]@418;[O4'-phospho-L-tyrosine]@536	None	None
pid_115735	STAT5	None	protein	None	cytoplasm	None
pid_115773	PKC-beta	UniProt:P05771	protein	activating-residue-modification	None	None
pid_115789	SOCS3	UniProt:O14543	protein	[O4'-phospho-L-tyrosine]@204;[O4'-phospho-L-tyrosine]@221;activating-residue-modification	None	None
pid_115794	SOCS3	UniProt:O14543	protein	[O4'-phospho-L-tyrosine]@204;[O4'-phospho-L-tyrosine]@221	None	None
pid_115829	MAPKAPK2	UniProt:P49137	protein	[phosphorylated-residue]@null;activating-residue-modification	None	None
pid_115882	SOCS2	UniProt:O14508	protein	None	None	None
pid_115899	PKC-epsilon	UniProt:Q02156	protein	activating-residue-modification	cytoplasm	None
pid_115911	STAM1-2-active	None	protein	activating-residue-modification	None	None
pid_115956	RAF1	UniProt:P04049	protein	None	plasma-membrane	None
pid_116038	Aiolos	UniProt:Q9UKT9	protein	activating-residue-modification	cytoplasm	None
pid_116042	Aiolos	UniProt:Q9UKT9	protein	activating-residue-modification	nucleus	None
pid_116050	Aiolos	UniProt:Q9UKT9	protein	inactivating-residue-modification	None	None
pid_116089	GAB2	UniProt:Q9UQC2	protein	[O-phospho-L-serine]@623;[O4'-phospho-L-tyrosine]@614;[O4'-phospho-L-tyrosine]@643	None	None
pid_116092	ERK1-2-active;Erk1-2-active	None	protein	activating-residue-modification	None	None
pid_116121	Syk;SYK	UniProt:P43405	protein	[O4'-phospho-L-tyrosine]@null	None	None
pid_116180	IRS1-2	None	protein	activating-residue-modification	None	None
pid_116213	CDK2	UniProt:P24941	protein	None	cytoplasm	None
pid_116219	JNK1-2	None	protein	activating-residue-modification	None	None
pid_116322	STAM1-2	None	protein	None	None	None
pid_116332	IRS1-2	None	protein	None	None	None
pid_116621	S1P4	UniProt:O95977	protein	None	None	None
pid_116637	S1P5	UniProt:Q9H228	protein	None	None	None
pid_116641	S1P5	UniProt:Q9H228	protein	activating-residue-modification	None	None
pid_116643	G12	UniProt:Q03113	protein	None	cytoplasm	None
pid_116656	S1P1	UniProt:P21453	protein	None	None	None
pid_116663	Sphingosine;sphingosine	None	small-molecule	None	plasma-membrane	None
pid_116670	SPHK	None	protein	None	None	None
pid_116678	S1P2	UniProt:O95136	protein	None	None	None
pid_116694	Sphinganine-1-P	None	small-molecule	None	cytoplasm	None
pid_116700	SPP-family	UniProt:Q9BX95	protein	None	None	None
pid_116710	Hexadecenal	None	small-molecule	None	None	None
pid_116712	phosphoethanolamine	None	small-molecule	None	None	None
pid_116719	S1P-lyase1	UniProt:O95470	protein	None	None	None
pid_116722	pyridoxal-5-prime-phosphate	None	small-molecule	None	None	None
pid_116727	Sphinganine	None	small-molecule	None	None	None
pid_116737	SPPase1	UniProt:Q9BX95	protein	None	None	None
pid_11676	CD3D	UniProt:P04234	protein	None	None	None
pid_11678	CD8B	UniProt:P10966	protein	None	None	None
pid_11681	TCR-beta	None	protein	None	None	None
pid_11684	MHC-1A	UniProt:P04439	protein	None	None	None
pid_11687	peptide	None	protein	None	None	None
pid_11689	TCRz	UniProt:P20963	protein	None	None	None
pid_11692	TCR-alpha	None	protein	None	None	None
pid_11695	beta-2-microglobulin	UniProt:P61769	protein	None	None	None
