#id	name	features	celularLocation	elements	stoichiometry	evidence
pid_107553	alpha3/beta1-Integrin/Laminin-4	None	integral-to-membrane	pid_106942;pid_106944;pid_106946;pid_12886;pid_12889	pid_106942:1.0;pid_106944:1.0;pid_106946:1.0;pid_12886:1.0;pid_12889:1.0	None
pid_107566	alpha5/beta1-Integrin/Fibronectin;Fibronectin/alpha5/beta1-Integrin	None	integral-to-membrane	pid_12886;pid_24776;pid_25020	pid_12886:1.0;pid_24776:2.0;pid_25020:1.0	None
pid_107582	alpha3/beta1-Integrin/Laminin-5	None	integral-to-membrane	pid_107344;pid_107347;pid_12886;pid_12889;pid_24675	pid_107344:1.0;pid_107347:1.0;pid_12886:1.0;pid_12889:1.0;pid_24675:1.0	None
pid_107597	alpha4/beta1-Integrin/TGM2	None	integral-to-membrane	pid_12886;pid_58113;pid_60132	pid_12886:1.0;pid_58113:1.0;pid_60132:1.0	None
pid_107606	alpha3/beta1-Integrin/Laminin-2	None	integral-to-membrane	pid_106942;pid_106944;pid_106987;pid_12886;pid_12889	pid_106942:1.0;pid_106944:1.0;pid_106987:1.0;pid_12886:1.0;pid_12889:1.0	None
pid_107617	alpha6/beta1-Integrin/Thrombospondin	None	integral-to-membrane	pid_12886;pid_24646;pid_60097	pid_12886:1.0;pid_24646:3.0;pid_60097:1.0	None
pid_107626	alpha6/beta1-Integrin/Laminin-11	None	integral-to-membrane	pid_106944;pid_106946;pid_107040;pid_12886;pid_60097	pid_106944:1.0;pid_106946:1.0;pid_107040:1.0;pid_12886:1.0;pid_60097:1.0	None
pid_107640	alpha3/beta1-Integrin/VEGF189	None	integral-to-membrane	pid_107637;pid_12886;pid_12889	pid_107637:1.0;pid_12886:1.0;pid_12889:1.0	None
pid_107650	alpha2/beta1-Integrin/Tenascin-C	None	integral-to-membrane	pid_12886;pid_24711;pid_60206	pid_12886:1.0;pid_24711:6.0;pid_60206:1.0	None
pid_107660	Laminin-8	None	basement-membrane	pid_106944;pid_106987;pid_107661	pid_106944:1.0;pid_106987:1.0;pid_107661:1.0	None
pid_107667	alpha3/beta1-Integrin/Laminin-8	None	integral-to-membrane	pid_106944;pid_106987;pid_107661;pid_12886;pid_12889	pid_106944:1.0;pid_106987:1.0;pid_107661:1.0;pid_12886:1.0;pid_12889:1.0	None
pid_107681	alpha4/beta1-Integrin/CD14	None	integral-to-membrane	pid_107005;pid_12886;pid_60132	pid_107005:1.0;pid_12886:1.0;pid_60132:1.0	None
pid_107697	alpha5/beta1-Integrin/Fibrillin-1	None	integral-to-membrane	pid_107698;pid_12886;pid_25020	pid_107698:1.0;pid_12886:1.0;pid_25020:1.0	None
pid_107708	Type-VI-Collagen	None	extracellular-region	pid_96539;pid_96542;pid_96551	pid_96539:1.0;pid_96542:1.0;pid_96551:1.0	None
pid_107712	alpha1/beta1-Integrin/Type-VI-Collagen	None	integral-to-membrane	pid_12886;pid_40058;pid_96539;pid_96542;pid_96551	pid_12886:1.0;pid_40058:1.0;pid_96539:1.0;pid_96542:1.0;pid_96551:1.0	None
pid_107723	alpha10/beta1-Integrin/Type-II-Collagen	None	integral-to-membrane	pid_12886;pid_60167;pid_96533	pid_12886:1.0;pid_60167:1.0;pid_96533:3.0	None
pid_107734	alpha4/beta1-Integrin/Factor-XIII	None	integral-to-membrane	pid_12886;pid_57888;pid_60132	pid_12886:1.0;pid_57888:2.0;pid_60132:1.0	None
pid_107746	alpha4/beta1-Integrin/EWI2	None	integral-to-membrane	pid_107747;pid_12886;pid_60132	pid_107747:1.0;pid_12886:1.0;pid_60132:1.0	None
pid_107747	EWI2	None	None	None	None	None
pid_107757	alpha7X1/beta1-Integrin/Laminin-8	None	None	pid_106944;pid_106987;pid_107661;pid_12886;pid_60140	pid_106944:1.0;pid_106987:1.0;pid_107661:1.0;pid_12886:1.0;pid_60140:1.0	None
pid_107770	alpha3/beta1-Integrin/TGFI	None	integral-to-membrane	pid_107768;pid_12886;pid_12889	pid_107768:1.0;pid_12886:1.0;pid_12889:1.0	None
pid_107780	uPA/uPAR/alpha5/beta1-Integrin	None	integral-to-membrane	pid_12886;pid_25020;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_25020:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_107795	alpha6/beta1-Integrin/Laminin-5	None	integral-to-membrane	pid_107344;pid_107347;pid_12886;pid_24675;pid_60097	pid_107344:1.0;pid_107347:1.0;pid_12886:1.0;pid_24675:1.0;pid_60097:1.0	None
pid_107806	alpha4/beta1-Integrin/VCAM1	None	integral-to-membrane	pid_12886;pid_29337;pid_60132	pid_12886:1.0;pid_29337:1.0;pid_60132:1.0	None
pid_107819	alpha2/beta1-Integrin/Fibronectin	None	integral-to-membrane	pid_12886;pid_24776;pid_60206	pid_12886:1.0;pid_24776:2.0;pid_60206:1.0	None
pid_107828	alpha6/beta1-Integrin/Laminin-8	None	integral-to-membrane	pid_106944;pid_106987;pid_107661;pid_12886;pid_60097	pid_106944:1.0;pid_106987:1.0;pid_107661:1.0;pid_12886:1.0;pid_60097:1.0	None
pid_107840	alphav/beta1-Integrin/Fibronectin	None	integral-to-membrane	pid_12886;pid_24776;pid_30703	pid_12886:1.0;pid_24776:2.0;pid_30703:1.0	None
pid_107851	alpha7/beta1-Integrin	None	None	pid_12886;pid_60175	pid_12886:1.0;pid_60175:1.0	None
pid_107854	alpha7/beta1-Integrin/Tenascin-C	None	None	pid_12886;pid_24711;pid_60175	pid_12886:1.0;pid_24711:6.0;pid_60175:1.0	None
pid_107864	Type-IV-Collagen	None	extracellular-region	pid_96570	pid_96570:3.0	None
pid_107866	alpha2/beta1-Integrin/Type-IV-Collagen	None	integral-to-membrane	pid_12886;pid_60206;pid_96570	pid_12886:1.0;pid_60206:1.0;pid_96570:3.0	None
pid_107876	alpha6/beta1-Integrin/Laminin-1	None	integral-to-membrane	pid_106944;pid_106987;pid_12886;pid_24840;pid_60097	pid_106944:1.0;pid_106987:1.0;pid_12886:1.0;pid_24840:1.0;pid_60097:1.0	None
pid_107894	alpha8/beta1-Integrin/Tenascin-C	None	integral-to-membrane	pid_12886;pid_24711;pid_60222	pid_12886:1.0;pid_24711:6.0;pid_60222:1.0	None
pid_107904	alpha1/beta1-Integrin/Type-IV-Collagen	None	integral-to-membrane	pid_12886;pid_40058;pid_96570	pid_12886:1.0;pid_40058:1.0;pid_96570:3.0	None
pid_107920	alpha4/beta1-Integrin/Osteopontin	None	integral-to-membrane	pid_12886;pid_30706;pid_60132	pid_12886:1.0;pid_30706:1.0;pid_60132:1.0	None
pid_107930	alpha5/beta1-Integrin/COL18A1	None	integral-to-membrane	pid_12886;pid_25020;pid_7567	pid_12886:1.0;pid_25020:1.0;pid_7567:1.0	None
pid_107939	alpha2/beta1-Integrin/Type-VI-Collagen	None	integral-to-membrane	pid_12886;pid_60206;pid_96539;pid_96542;pid_96551	pid_12886:1.0;pid_60206:1.0;pid_96539:1.0;pid_96542:1.0;pid_96551:1.0	None
pid_107950	uPA/uPAR/alpha5/beta1-Integrin/Fibronectin	None	integral-to-membrane	pid_12886;pid_24776;pid_25020;pid_99352;pid_99550;pid_99553	pid_12886:1.0;pid_24776:2.0;pid_25020:1.0;pid_99352:1.0;pid_99550:1.0;pid_99553:1.0	None
pid_107962	alpha2/beta1-Integrin/Type-I-Collagen;Type-I-Collagen/alpha2/beta1-Integrin	None	integral-to-membrane	pid_12886;pid_60206;pid_82088;pid_96604	pid_12886:1.0;pid_60206:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_107976	alpha1/beta1-Integrin/Laminin-2	None	integral-to-membrane	pid_106942;pid_106944;pid_106987;pid_12886;pid_40058	pid_106942:1.0;pid_106944:1.0;pid_106987:1.0;pid_12886:1.0;pid_40058:1.0	None
pid_107987	alphav/beta1-Integrin/Vitronectin	None	integral-to-membrane	pid_12886;pid_30703;pid_71336	pid_12886:1.0;pid_30703:1.0;pid_71336:1.0	None
pid_108811	VEGFR3/VEGFC-D	activating-residue-modification	plasma-membrane	pid_108809;pid_108812	pid_108809:2.0;pid_108812:2.0	None
pid_108838	VEGFR3/VEGFD/Fibronectin/alpha4/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108839;pid_12886;pid_24776;pid_57999;pid_60132	pid_108839:2.0;pid_12886:1.0;pid_24776:2.0;pid_57999:2.0;pid_60132:1.0	None
pid_108866	VEGFR3/VEGFD/Type-I-Collagen/alpha2/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108839;pid_12886;pid_57999;pid_60206;pid_82088;pid_96604	pid_108839:2.0;pid_12886:1.0;pid_57999:2.0;pid_60206:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_108877	alpha4/beta1-Integrin/Fibronectin;Fibronectin/alpha4/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_12886;pid_24776;pid_60132	pid_12886:1.0;pid_24776:2.0;pid_60132:1.0	None
pid_108882	VEGFR3/Fibronectin/alpha4/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108883;pid_12886;pid_24776;pid_60132	pid_108883:1.0;pid_12886:1.0;pid_24776:2.0;pid_60132:1.0	None
pid_108896	VEGFR3/Fibronectin/alpha5/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108897;pid_12886;pid_24776;pid_25020	pid_108897:1.0;pid_12886:1.0;pid_24776:2.0;pid_25020:1.0	None
pid_108906	VEGFR3/VEGFD	activating-residue-modification	plasma-membrane	pid_108897;pid_57999	pid_108897:2.0;pid_57999:2.0	None
pid_108910	alpha1/beta1-Integrin/Type-I-Collagen;Type-I-Collagen/alpha1/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_12886;pid_40058;pid_82088;pid_96604	pid_12886:1.0;pid_40058:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_108916	VEGFR3/VEGFD/Type-I-Collagen/alpha1/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108839;pid_108917;pid_12886;pid_40058;pid_57999;pid_82088;pid_96604	pid_108839:1.0;pid_108917:1.0;pid_12886:1.0;pid_40058:1.0;pid_57999:2.0;pid_82088:1.0;pid_96604:2.0	None
pid_108940	SHC/GRB2/SOS1	activating-residue-modification	plasma-membrane	pid_108941;pid_12030;pid_9054	pid_108941:1.0;pid_12030:1.0;pid_9054:1.0	None
pid_108949	alpha2/beta1-Integrin/Type-I-Collagen;Type-I-Collagen/alpha2/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_12886;pid_60206;pid_82088;pid_96604	pid_12886:1.0;pid_60206:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_108961	VEGFR3/VEGFD/Fibronectin/alpha5/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108839;pid_12886;pid_24776;pid_25020;pid_57999	pid_108839:2.0;pid_12886:1.0;pid_24776:2.0;pid_25020:1.0;pid_57999:2.0	None
pid_108986	SHC/GRB2/SOS1	None	None	pid_12030;pid_47825;pid_9054	pid_12030:1.0;pid_47825:1.0;pid_9054:1.0	None
pid_109001	VEGFR3/Type-I-Collagen/alpha2/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108897;pid_12886;pid_60206;pid_82088;pid_96604	pid_108897:1.0;pid_12886:1.0;pid_60206:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_109016	VEGFR3/VEGFC-D/Crk	activating-residue-modification	plasma-membrane	pid_108809;pid_108812;pid_21541	pid_108809:2.0;pid_108812:2.0;pid_21541:1.0	None
pid_109028	VEGFR3/Type-I-Collagen/alpha1/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_108897;pid_12886;pid_40058;pid_82088;pid_96604	pid_108897:1.0;pid_12886:1.0;pid_40058:1.0;pid_82088:1.0;pid_96604:2.0	None
pid_109053	alpha5/beta1-Integrin/Fibronectin;Fibronectin/alpha5/beta1-Integrin	activating-residue-modification	plasma-membrane	pid_12886;pid_24776;pid_25020	pid_12886:1.0;pid_24776:2.0;pid_25020:1.0	None
pid_109078	VEGFR3/VEGFC-D	activating-residue-modification	None	pid_108809;pid_108812	pid_108809:2.0;pid_108812:2.0	None
pid_109425	CDC42/GDP	inactivating-residue-modification	dendritic-spine	pid_3111;pid_3119	pid_3111:1.0;pid_3119:1.0	None
pid_109428	CDC42/GTP	activating-residue-modification	dendritic-spine	pid_3111;pid_3114	pid_3111:1.0;pid_3114:1.0	None
pid_109436	Ephrin-B/EPHB2/Intersectin/N-WASP	activating-residue-modification	dendritic-spine	pid_109437;pid_109442;pid_109445;pid_47700	pid_109437:2.0;pid_109442:2.0;pid_109445:1.0;pid_47700:1.0	None
pid_109463	Ephrin-B/EPHB2	activating-residue-modification	integral-to-membrane	pid_109437;pid_109442	pid_109437:2.0;pid_109442:2.0	None
pid_109467	Ephrin-B/EPHB2/RasGAP	activating-residue-modification	integral-to-membrane	pid_109437;pid_109442;pid_9236	pid_109437:2.0;pid_109442:2.0;pid_9236:1.0	None
pid_109481	Ephrin-B/EPHB1/Src	activating-residue-modification	integral-to-membrane	pid_109437;pid_109482;pid_44669	pid_109437:2.0;pid_109482:2.0;pid_44669:1.0	None
pid_109490	Ephrin-B/EPHB1/Src/p52-SHC/GRB2	activating-residue-modification	integral-to-membrane	pid_109437;pid_109482;pid_109491;pid_44669;pid_9054	pid_109437:2.0;pid_109482:2.0;pid_109491:1.0;pid_44669:1.0;pid_9054:1.0	None
pid_109508	Ephrin-B1/EPHB1-2/NCK1	activating-residue-modification	integral-to-membrane	pid_14990;pid_70045;pid_70052	pid_14990:1.0;pid_70045:2.0;pid_70052:2.0	None
pid_109534	Ephrin-B/EPHB1/GRB7	activating-residue-modification	integral-to-membrane	pid_109437;pid_109482;pid_71080	pid_109437:2.0;pid_109482:2.0;pid_71080:1.0	None
pid_109542	Ephrin-A5/EPHB2	activating-residue-modification	integral-to-membrane	pid_109543;pid_28425	pid_109543:1.0;pid_28425:1.0	None
pid_109554	Ephrin-B/EPHB2/KALRN	activating-residue-modification	dendritic-spine	pid_109437;pid_109442;pid_109551	pid_109437:2.0;pid_109442:2.0;pid_109551:1.0	None
pid_109573	Ephrin-B/EPHB1/Src/Paxillin	activating-residue-modification	integral-to-membrane	pid_109437;pid_109482;pid_44669;pid_61702	pid_109437:2.0;pid_109482:2.0;pid_44669:1.0;pid_61702:1.0	None
pid_109586	Ephrin-B/EPHB1	activating-residue-modification	integral-to-membrane	pid_109437;pid_109482	pid_109437:2.0;pid_109482:2.0	None
pid_109697	Ephrin-B1/EPHB1	activating-residue-modification	integral-to-membrane	pid_109482;pid_70059	pid_109482:2.0;pid_70059:2.0	None
pid_109715	Endophilin/SYNJ1	None	None	pid_109716;pid_60794	pid_109716:1.0;pid_60794:1.0	None
pid_109738	Ephrin-B/EPHB3	activating-residue-modification	integral-to-membrane	pid_109437;pid_109739	pid_109437:2.0;pid_109739:2.0	None
pid_109791	Ephrin-B1/EPHB3	None	None	pid_109792;pid_70052	pid_109792:1.0;pid_70052:1.0	None
pid_109808	Intersectin/N-WASP	None	None	pid_109445;pid_47700	pid_109445:1.0;pid_47700:1.0	None
pid_109844	RAC1/GTP	activating-residue-modification	dendritic-spine	pid_24894;pid_3114	pid_24894:1.0;pid_3114:1.0	None
pid_109880	HIF2A/ARNT	None	nucleus	pid_109881;pid_89061	pid_109881:1.0;pid_89061:1.0	None
pid_109895	HIF2A/ARNT	None	nucleus	pid_109896;pid_89061	pid_109896:1.0;pid_89061:1.0	None
pid_109917	VHL/Elongin-B/Elongin-C	None	None	pid_109918;pid_109921;pid_109923	pid_109918:1.0;pid_109921:1.0;pid_109923:1.0	None
pid_109928	VHL/Elongin-B/Elongin-C/HIF2A	None	None	pid_109918;pid_109921;pid_109923;pid_109929	pid_109918:1.0;pid_109921:1.0;pid_109923:1.0;pid_109929:1.0	None
pid_109944	HIF2A/ARNT	None	nucleus	pid_109945;pid_89061	pid_109945:1.0;pid_89061:1.0	None
pid_109953	HIF2A/ARNT/Cbp/p300	None	nucleus	pid_109945;pid_62956;pid_89061	pid_109945:1.0;pid_62956:1.0;pid_89061:1.0	None
pid_109972	HIF2A/ARNT	None	nucleus	pid_109973;pid_89061	pid_109973:1.0;pid_89061:1.0	None
pid_110000	HIF2A/ARNT/SIRT1	None	nucleus	pid_109896;pid_16174;pid_89061	pid_109896:1.0;pid_16174:1.0;pid_89061:1.0	None
pid_110014	VHL/Elongin-B/Elongin-C/HIF2A	None	None	pid_109918;pid_109921;pid_109923;pid_110015	pid_109918:1.0;pid_109921:1.0;pid_109923:1.0;pid_110015:1.0	None
pid_110148	FIH-(dimer)	None	None	pid_110149	pid_110149:2.0	None
pid_110258	ILK/PINCH1/alpha-parvin	None	None	pid_110259;pid_110261;pid_96186	pid_110259:1.0;pid_110261:1.0;pid_96186:1.0	None
pid_110266	ILK/PINCH1/alpha-parvin/zyxin	None	None	pid_110259;pid_110261;pid_33500;pid_96186	pid_110259:1.0;pid_110261:1.0;pid_33500:1.0;pid_96186:1.0	None
pid_110286	ILK/PINCH1	None	None	pid_110261;pid_96186	pid_110261:1.0;pid_96186:1.0	None
pid_110320	Aurora-A/chTOG/TACC3	None	centrosome	pid_110321;pid_90981;pid_91062	pid_110321:1.0;pid_90981:1.0;pid_91062:1.0	None
pid_110331	beta-catenin/LEF1	None	nucleus	pid_26214	pid_26214:1.0	None
pid_110378	ILK/PINCH1/alpha-parvin/tensin	None	None	pid_110259;pid_110261;pid_110375;pid_96186	pid_110259:1.0;pid_110261:1.0;pid_110375:1.0;pid_96186:1.0	None
pid_110388	Aurora-A/chTOG/TACC3	None	centrosome	pid_90981;pid_91062;pid_91140	pid_90981:1.0;pid_91062:1.0;pid_91140:1.0	None
pid_110397	ILK/ELMO2	None	None	pid_110398;pid_96186	pid_110398:1.0;pid_96186:1.0	None
pid_110403	ILK/ELMO2/RhoG/GTP	None	None	pid_110398;pid_3114;pid_35104;pid_96186	pid_110398:1.0;pid_3114:1.0;pid_35104:1.0;pid_96186:1.0	None
pid_110415	ILK/RICTOR	None	None	pid_5123;pid_96186	pid_5123:1.0;pid_96186:1.0	None
pid_110435	ILK/PINCH1/beta-parvin	None	None	pid_110261;pid_110436;pid_96186	pid_110261:1.0;pid_110436:1.0;pid_96186:1.0	None
pid_110441	ILK/PINCH1/beta-parvin/alpha-actinin	None	None	pid_110261;pid_110436;pid_24697;pid_96186	pid_110261:1.0;pid_110436:1.0;pid_24697:1.0;pid_96186:1.0	None
pid_110459	ILK/betaPIX/PKL	None	None	pid_3385;pid_62264;pid_96186	pid_3385:1.0;pid_62264:1.0;pid_96186:1.0	None
pid_110470	ILK/alpha-parvin	None	None	pid_110259;pid_96186	pid_110259:1.0;pid_96186:1.0	None
pid_110504	ILK/PINCH2/alpha-parvin	None	None	pid_110259;pid_110501;pid_96186	pid_110259:1.0;pid_110501:1.0;pid_96186:1.0	None
pid_110542	ILK/gamma-parvin	None	None	pid_110539;pid_96186	pid_110539:1.0;pid_96186:1.0	None
pid_110564	ILK/beta-parvin	None	None	pid_110436;pid_96186	pid_110436:1.0;pid_96186:1.0	None
pid_110598	ILK/PINCH1/NCK2	None	None	pid_110261;pid_12798;pid_96186	pid_110261:1.0;pid_12798:1.0;pid_96186:1.0	None
pid_110614	ILK/PINCH1/alpha-parvin/Paxillin	None	None	pid_110259;pid_110261;pid_96186;pid_9649	pid_110259:1.0;pid_110261:1.0;pid_96186:1.0;pid_9649:1.0	None
pid_110662	JUN-(dimer)	activating-residue-modification	None	pid_7513	pid_7513:2.0	None
pid_110672	ILK/HSP90/CDC37	None	None	pid_110673;pid_38929;pid_96186	pid_110673:1.0;pid_38929:1.0;pid_96186:1.0	None
pid_110691	JUN-(dimer)	None	None	pid_7513	pid_7513:2.0	None
pid_110778	IGF-1R-heterotetramer/IGF1/IRS1	None	caveola	pid_21866;pid_27104;pid_27107;pid_96289	pid_21866:1.0;pid_27104:2.0;pid_27107:2.0;pid_96289:2.0	None
pid_110791	Crk/p130-Cas/Paxillin	None	None	pid_21537;pid_21541;pid_36076	pid_21537:1.0;pid_21541:1.0;pid_36076:1.0	None
pid_110795	Crk/p130-Cas/Paxillin/FAK1	None	None	pid_21537;pid_21541;pid_36076;pid_70827	pid_21537:1.0;pid_21541:1.0;pid_36076:1.0;pid_70827:1.0	None
pid_110815	IGF-1R-heterotetramer/IGF1	None	None	pid_27104;pid_27107;pid_96289	pid_27104:2.0;pid_27107:2.0;pid_96289:2.0	None
pid_110819	IGF-1R-heterotetramer/IGF1/SHC/GRB10	None	None	pid_110820;pid_27104;pid_27107;pid_9101;pid_96289	pid_110820:1.0;pid_27104:2.0;pid_27107:2.0;pid_9101:1.0;pid_96289:2.0	None
pid_110855	IGF-1R-heterotetramer/IGF1/IRS1/GRB2/Sos/Shc/RACK1	None	caveola	pid_110856;pid_12030;pid_16709;pid_21866;pid_27104;pid_27107;pid_9054;pid_96289	pid_110856:1.0;pid_12030:1.0;pid_16709:1.0;pid_21866:1.0;pid_27104:2.0;pid_27107:2.0;pid_9054:1.0;pid_96289:2.0	None
pid_110871	IGF-1R-heterotetramer/IGF1/GRB2/Sos/Shc	None	None	pid_110856;pid_12030;pid_27104;pid_27107;pid_9054;pid_96289	pid_110856:1.0;pid_12030:1.0;pid_27104:2.0;pid_27107:2.0;pid_9054:1.0;pid_96289:2.0	None
pid_110886	BAD/14-3-3	None	None	pid_4893;pid_55237	pid_4893:1.0;pid_55237:1.0	None
pid_110912	GRB2/SOS1/SHC	None	None	pid_12022;pid_12030;pid_9054	pid_12022:1.0;pid_12030:1.0;pid_9054:1.0	None
pid_110924	IRS1/Crk	None	None	pid_21541;pid_5721	pid_21541:1.0;pid_5721:1.0	None
pid_110943	RAF1/14-3-3-E	None	None	pid_110839;pid_4896	pid_110839:1.0;pid_4896:1.0	None
pid_110958	GRB2/SOS1	None	None	pid_9054;pid_9098	pid_9054:1.0;pid_9098:1.0	None
pid_110961	IGF-1R-heterotetramer/IGF1/IRS1/GRB2/Sos	None	caveola	pid_12030;pid_21866;pid_27104;pid_27107;pid_9054;pid_96289	pid_12030:1.0;pid_21866:1.0;pid_27104:2.0;pid_27107:2.0;pid_9054:1.0;pid_96289:2.0	None
pid_110972	IRS2/Crk	None	None	pid_110973;pid_21541	pid_110973:1.0;pid_21541:1.0	None
pid_111014	IRS1/NCK2	None	cytoplasm	pid_22009;pid_78693	pid_22009:1.0;pid_78693:1.0	None
pid_111017	IGF-1R-heterotetramer/IGF1/IRS/Nck	None	None	pid_22009;pid_27104;pid_27107;pid_78693;pid_96289	pid_22009:1.0;pid_27104:2.0;pid_27107:2.0;pid_78693:1.0;pid_96289:2.0	None
pid_111028	IGF-1R-heterotetramer/IGF1/PTP1B	None	None	pid_21554;pid_27104;pid_27107;pid_96289	pid_21554:1.0;pid_27104:2.0;pid_27107:2.0;pid_96289:2.0	None
pid_111052	IGF-1R-heterotetramer/IGF1/IRS1/Shp2	None	caveola	pid_21866;pid_27104;pid_27107;pid_49562;pid_96289	pid_21866:1.0;pid_27104:2.0;pid_27107:2.0;pid_49562:1.0;pid_96289:2.0	None
pid_111562	PI3K-Class-IB/PDE3B	activating-residue-modification	plasma-membrane	pid_111563;pid_28711	pid_111563:1.0;pid_28711:1.0	None
pid_111571	PI3K-Class-IB-family	activating-residue-modification	cytoplasm	None	None	None
pid_111842	PHD1-3/OS9	None	None	pid_110042;pid_111843	pid_110042:1.0;pid_111843:1.0	None
pid_111856	HIF1A/p53	None	nucleus	pid_111857;pid_89060	pid_111857:1.0;pid_89060:1.0	None
pid_111868	RACK1/Elongin-B/Elongin-C	activating-residue-modification	None	pid_109921;pid_109923;pid_16709	pid_109921:1.0;pid_109923:1.0;pid_16709:2.0	None
pid_111873	HIF1A/RACK1/Elongin-B/Elongin-C	None	None	pid_111874;pid_111876;pid_111878;pid_111880	pid_111874:1.0;pid_111876:2.0;pid_111878:1.0;pid_111880:1.0	None
pid_111886	HIF1A/Hsp90	activating-residue-modification	None	pid_38554;pid_89060	pid_38554:1.0;pid_89060:1.0	None
pid_111915	HIF1A/p14ARF	inactivating-residue-modification	nucleolus	pid_48337;pid_89060	pid_48337:1.0;pid_89060:1.0	None
pid_111936	VHL/Elongin-B/Elongin-C/RBX1/CUL2	activating-residue-modification	None	pid_109918;pid_109921;pid_109923;pid_111937;pid_111939	pid_109918:1.0;pid_109921:1.0;pid_109923:1.0;pid_111937:1.0;pid_111939:1.0	None
pid_111948	VHL/Elongin-B/Elongin-C/RBX1/CUL2/HIF1A	None	None	pid_111874;pid_111878;pid_111949;pid_111950;pid_111952;pid_111954	pid_111874:1.0;pid_111878:1.0;pid_111949:1.0;pid_111950:1.0;pid_111952:1.0;pid_111954:1.0	None
pid_111975	ARNT/IPAS	inactivating-residue-modification	nucleus	pid_111972;pid_89061	pid_111972:1.0;pid_89061:1.0	None
pid_112004	GFRalpha1/GDNF	None	None	pid_26594;pid_26597	pid_26594:1.0;pid_26597:1.0	None
pid_112007	RET9/GFRalpha1/GDNF	None	None	pid_112008;pid_26594;pid_26597	pid_112008:2.0;pid_26594:2.0;pid_26597:2.0	None
pid_112030	RET9/GFRalpha1/GDNF/Enigma	None	None	pid_112008;pid_112027;pid_26594;pid_26597	pid_112008:2.0;pid_112027:1.0;pid_26594:2.0;pid_26597:2.0	None
pid_112044	RET9/GFRalpha1/GDNF/FRS2	None	membrane-raft	pid_112008;pid_112045;pid_26594;pid_26597	pid_112008:2.0;pid_112045:1.0;pid_26594:2.0;pid_26597:2.0	None
pid_112051	RET9/GFRalpha1/GDNF/FRS2/SHP2/Grb2	None	membrane-raft	pid_112008;pid_112045;pid_26594;pid_26597;pid_9054;pid_9145	pid_112008:2.0;pid_112045:1.0;pid_26594:2.0;pid_26597:2.0;pid_9054:1.0;pid_9145:1.0	None
