#id	E	F	R	interactionType	E&Fstoichiometry	spontaneous	conversiondirection	evidence	xref
pid_104867	pid_27989	pid_104578	pid_104870	BiochemicalReaction	pid_104578:1.0;pid_27989:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16176974
pid_104872	pid_8546	pid_104814	pid_104875	BiochemicalReaction	pid_104814:1.0;pid_8546:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12099895;Pubmed:8050374;Pubmed:8113807
pid_104881	pid_30737	pid_104554	pid_104884	BiochemicalReaction	pid_104554:1.0;pid_30737:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17538019
pid_104886	pid_104887	pid_104892	None	Transport	pid_104887:1.0;pid_104892:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11809840;Pubmed:14610057
pid_104913	pid_12062	pid_104558	None	Transport	pid_104558:1.0;pid_12062:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11228159;Pubmed:11466312;Pubmed:15247242
pid_104926	pid_104892;pid_12062	pid_26924	pid_104930	BiochemicalReaction	pid_104892:1.0;pid_12062:1.0;pid_26924:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12604612;Pubmed:15226396;Pubmed:1639850;Pubmed:1837087;Pubmed:2762814;Pubmed:3780667;Pubmed:7885471;Pubmed:9655503
pid_105784	pid_105785;pid_105790	pid_105793	None	ComplexAssembly	pid_105785:1.0;pid_105790:1.0;pid_105793:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16148103
pid_105819	pid_105820;pid_105821;pid_105824	pid_105827	pid_105837	ComplexAssembly	pid_105820:1.0;pid_105821:1.0;pid_105824:1.0;pid_105827:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16025156
pid_105841	pid_105842	pid_105844	pid_105850	ComplexAssembly	pid_105842:2.0;pid_105844:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17027917;Pubmed:18838547
pid_105856	pid_105857	None	None	ComplexAssembly	pid_105857:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19501120
pid_105865	pid_105866;pid_105867	pid_105870	None	ComplexAssembly	pid_105866:1.0;pid_105867:2.0;pid_105870:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16267105;Pubmed:20547845
pid_105881	pid_105867	pid_105857	pid_105884	ComplexAssembly	pid_105857:1.0;pid_105867:2.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19501120
pid_105886	pid_105842	pid_105844	pid_105889	ComplexAssembly	pid_105842:2.0;pid_105844:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14729660
pid_105908	pid_105820;pid_105867	pid_105909	pid_105917	ComplexAssembly	pid_105820:1.0;pid_105867:2.0;pid_105909:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:16025156
pid_105936	pid_105937;pid_105938;pid_105939	pid_105926	pid_105945	ComplexAssembly	pid_105926:1.0;pid_105937:1.0;pid_105938:1.0;pid_105939:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:19122641
pid_105981	pid_105790;pid_105982	pid_105994	None	ComplexAssembly	pid_105790:1.0;pid_105982:1.0;pid_105994:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:17767165
pid_106017	pid_106018;pid_106019	pid_106020	pid_106027	ComplexAssembly	pid_106018:1.0;pid_106019:2.0;pid_106020:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12055204;Pubmed:16834340
pid_106031	pid_105938;pid_105939	pid_106032	pid_106040	ComplexAssembly	pid_105938:1.0;pid_105939:1.0;pid_106032:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11390458;Pubmed:17707128
pid_106044	pid_105866;pid_105938;pid_106045	pid_106046	None	ComplexAssembly	pid_105866:1.0;pid_105938:1.0;pid_106045:1.0;pid_106046:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:16267105;Pubmed:16878026
pid_106059	pid_106020	None	None	ComplexAssembly	pid_106020:1.0	true	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12055204
pid_106062	pid_105938;pid_106045;pid_106063	pid_105808	None	ComplexAssembly	pid_105808:1.0;pid_105938:1.0;pid_106045:1.0;pid_106063:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:18566366;Pubmed:18952897
pid_106071	pid_106072	pid_106078	pid_106085	BiochemicalReaction	pid_106072:1.0;pid_106078:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106105	pid_105790;pid_105870	pid_105729	None	ComplexAssembly	pid_105729:1.0;pid_105790:1.0;pid_105870:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16878026
pid_106115	pid_105867;pid_106116	pid_105785	pid_106120	ComplexAssembly	pid_105785:1.0;pid_105867:2.0;pid_106116:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10623794;Pubmed:12594256;Pubmed:16148103;Pubmed:19875724
pid_106128	pid_105790;pid_105909	pid_105948	None	ComplexAssembly	pid_105790:1.0;pid_105909:1.0;pid_105948:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16025156
pid_106136	pid_27974;pid_3114	pid_30778;pid_3119	pid_106141	BiochemicalReaction	pid_27974:1.0;pid_30778:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:20007974
pid_106144	pid_106087;pid_106145;pid_20811;pid_20833	pid_106152	None	ComplexAssembly	pid_106087:1.0;pid_106145:1.0;pid_106152:1.0;pid_20811:1.0;pid_20833:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106169	pid_105867;pid_106170	pid_105982	None	ComplexAssembly	pid_105867:2.0;pid_105982:1.0;pid_106170:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:17767165
pid_106182	pid_106078	None	None	ComplexAssembly	pid_106078:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11390458;Pubmed:14660645;Pubmed:17707128
pid_106185	pid_106186	None	None	BiochemicalReaction	pid_106186:1.0	true	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17767165
pid_106196	pid_20811	pid_106186	pid_106199	BiochemicalReaction	pid_106186:1.0;pid_20811:1.0	null	None	None	Pubmed:17767165
pid_106200	pid_105938;pid_106045;pid_106116	pid_105755	None	ComplexAssembly	pid_105755:1.0;pid_105938:1.0;pid_106045:1.0;pid_106116:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12824285
pid_106225	pid_105790;pid_105827	pid_105770	None	ComplexAssembly	pid_105770:1.0;pid_105790:1.0;pid_105827:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16025156
pid_106230	pid_106072	pid_106078	pid_106233	BiochemicalReaction	pid_106072:1.0;pid_106078:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106239	pid_105729;pid_106087;pid_20811;pid_20833	pid_106086	None	ComplexAssembly	pid_105729:1.0;pid_106086:1.0;pid_106087:1.0;pid_20811:1.0;pid_20833:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106250	pid_105790;pid_106046	pid_106145	None	ComplexAssembly	pid_105790:1.0;pid_106046:1.0;pid_106145:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16878026
pid_106255	pid_105938;pid_106018;pid_106045	pid_105960	None	ComplexAssembly	pid_105938:1.0;pid_105960:1.0;pid_106018:1.0;pid_106045:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11724772;Pubmed:12817025
pid_106261	pid_105844;pid_106213	pid_106212	None	ComplexAssembly	pid_105844:1.0;pid_106212:1.0;pid_106213:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14729660
pid_106266	pid_106072	pid_106078	pid_106269	BiochemicalReaction	pid_106072:1.0;pid_106078:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11390458;Pubmed:17707128
pid_106272	pid_106273;pid_3114	pid_106280;pid_3119	pid_106288	BiochemicalReaction	pid_106273:1.0;pid_106280:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9442017
pid_106292	pid_106293	pid_106301	None	Transport	pid_106293:1.0;pid_106301:1.0	null	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11001876;Pubmed:14688341
pid_106308	pid_3464	pid_12411	pid_106311	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8052307;Pubmed:9307042;Pubmed:9593664
pid_106321	pid_106322	pid_106323	pid_106326;pid_106327	BiochemicalReaction	pid_106322:1.0;pid_106323:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10357815;Pubmed:18024423
pid_106330	pid_106331;pid_106333	pid_106349	None	ComplexAssembly	pid_106331:1.0;pid_106333:1.0;pid_106349:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10506192;Pubmed:11226282;Pubmed:8629002;Pubmed:9326591
pid_106371	pid_3464	pid_11799;pid_9379	pid_106375	BiochemicalReaction	pid_11799:1.0;pid_3464:1.0;pid_9379:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12780340
pid_106393	pid_106394;pid_3114	pid_106397;pid_3119	pid_106404;pid_106413	BiochemicalReaction	pid_106394:1.0;pid_106397:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8945478;Pubmed:9442017
pid_106419	pid_12411	None	None	BiochemicalReaction	pid_12411:1.0	true	None	None	None
pid_106421	pid_12411	pid_36268	pid_106424	BiochemicalReaction	pid_12411:1.0;pid_36268:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10764758;Pubmed:8643691;Pubmed:9824312
pid_106435	pid_106414	pid_11799	pid_106438	BiochemicalReaction	pid_106414:1.0;pid_11799:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9593664
pid_106443	pid_14437;pid_3114	pid_14471;pid_3119	pid_106448	BiochemicalReaction	pid_14437:1.0;pid_14471:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9417041
pid_106451	pid_14471;pid_3119	pid_14437;pid_3114	pid_106456	BiochemicalReaction	pid_14437:1.0;pid_14471:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418224
pid_106462	pid_106463	pid_106331	None	Transport	pid_106331:1.0;pid_106463:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9326591
pid_106469	pid_39579	pid_39582	pid_106472;pid_106473	BiochemicalReaction	pid_39579:1.0;pid_39582:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10770799;Pubmed:11102801;Pubmed:14688341
pid_106475	pid_14672	pid_106476	None	Transport	pid_106476:1.0;pid_14672:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10333475
pid_106482	pid_3464	pid_12411	pid_106485	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	None	None
pid_106490	pid_30778;pid_3119	pid_27974;pid_3114	pid_106495	BiochemicalReaction	pid_27974:1.0;pid_30778:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15296756;Pubmed:16418224
pid_106504	pid_39582	None	None	BiochemicalReaction	pid_39582:1.0	true	None	None	None
pid_106506	pid_12411	pid_3464	pid_106509	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	inferred-from-direct-assay:ECO:0000002	Pubmed:9593664
pid_106511	pid_106512	pid_106442	pid_106515	BiochemicalReaction	pid_106442:1.0;pid_106512:1.0	null	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11154281
pid_106518	pid_106397	None	None	ComplexAssembly	pid_106397:1.0	true	None	None	None
pid_106520	pid_106521	pid_106457	None	Transport	pid_106457:1.0;pid_106521:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11804589
pid_106528	pid_106349;pid_44639	pid_106376	None	ComplexAssembly	pid_106349:1.0;pid_106376:1.0;pid_44639:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10586033;Pubmed:12780340;Pubmed:15879121
pid_106537	pid_9317	None	None	BiochemicalReaction	pid_9317:1.0	true	None	None	Pubmed:15879121
pid_106539	pid_25011;pid_3114	pid_24893;pid_3119	pid_106544;pid_106545	BiochemicalReaction	pid_24893:1.0;pid_25011:1.0;pid_3114:1.0;pid_3119:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:7627555
pid_106550	pid_106551	pid_106405	pid_106554	BiochemicalReaction	pid_106405:1.0;pid_106551:1.0	null	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9072969;Pubmed:9550703
pid_106559	pid_106323	pid_5098	None	Transport	pid_106323:1.0;pid_5098:1.0	true	None	None	Pubmed:10357815
pid_106562	pid_106457;pid_106563	pid_106496	None	ComplexAssembly	pid_106457:1.0;pid_106496:1.0;pid_106563:1.0	true	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:15296756
pid_106571	pid_86245	None	None	ComplexAssembly	pid_86245:1.0	true	None	None	None
pid_106573	pid_3464	pid_12411	pid_106576	BiochemicalReaction	pid_12411:1.0;pid_3464:1.0	null	None	None	None
pid_106577	pid_9316	pid_9317	None	Transport	pid_9316:1.0;pid_9317:1.0	null	None	None	Pubmed:15879121
pid_106880	pid_106881;pid_106887	pid_106888	None	ComplexAssembly	pid_106881:1.0;pid_106887:1.0;pid_106888:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11598185;Pubmed:16267271;Pubmed:8703217;Pubmed:9135008
pid_106902	pid_106903;pid_106906	pid_106909	None	ComplexAssembly	pid_106903:1.0;pid_106906:1.0;pid_106909:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:8757325
pid_106919	pid_30706;pid_60221	pid_106920	None	ComplexAssembly	pid_106920:1.0;pid_30706:1.0;pid_60221:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9614184
pid_106928	pid_106929;pid_60205	pid_106931	None	ComplexAssembly	pid_106929:1.0;pid_106931:1.0;pid_60205:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10366422
pid_106940	pid_106941;pid_60252	pid_106953	None	ComplexAssembly	pid_106941:1.0;pid_106953:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:8019006
pid_106964	pid_106965;pid_60110	pid_106968	None	ComplexAssembly	pid_106965:1.0;pid_106968:1.0;pid_60110:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12243745;Pubmed:7673365
pid_106979	pid_106980;pid_106986	pid_106992	None	ComplexAssembly	pid_106980:1.0;pid_106986:1.0;pid_106992:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11744715;Pubmed:12972542
pid_107004	pid_106903;pid_107005	pid_107006	None	ComplexAssembly	pid_106903:1.0;pid_107005:1.0;pid_107006:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:17274987
pid_107016	pid_107017;pid_60252	pid_107022	None	ComplexAssembly	pid_107017:1.0;pid_107022:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12909644
pid_107031	pid_107032;pid_57763	pid_57790	None	ComplexAssembly	pid_107032:1.0;pid_57763:1.0;pid_57790:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7523411;Pubmed:8245132;Pubmed:8798654;Pubmed:9565552
pid_107038	pid_107039;pid_60252	pid_107045	None	ComplexAssembly	pid_107039:1.0;pid_107045:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10671376;Pubmed:12802077;Pubmed:14607975;Pubmed:14701821;Pubmed:16413178
pid_107060	pid_107061;pid_60221	pid_107064	None	ComplexAssembly	pid_107061:1.0;pid_107064:1.0;pid_60221:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11470831
pid_107073	pid_107074;pid_60110	pid_107076	None	ComplexAssembly	pid_107074:1.0;pid_107076:1.0;pid_60110:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10446179;Pubmed:10667601;Pubmed:10982388;Pubmed:11358957
pid_107087	pid_107088;pid_60126	pid_107092	None	ComplexAssembly	pid_107088:1.0;pid_107092:1.0;pid_60126:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12799374;Pubmed:9030612
pid_107104	pid_107105;pid_57763	pid_57894	None	ComplexAssembly	pid_107105:1.0;pid_57763:1.0;pid_57894:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10816592;Pubmed:8245132
pid_107112	pid_107113;pid_40410	pid_107116	None	ComplexAssembly	pid_107113:1.0;pid_107116:1.0;pid_40410:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:2223092;Pubmed:2538453;Pubmed:7516898;Pubmed:8387021;Pubmed:9139675
pid_107130	pid_107131;pid_60252	pid_107135	None	ComplexAssembly	pid_107131:1.0;pid_107135:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10792494;Pubmed:7814863
pid_107147	pid_107148;pid_60205	pid_107150	None	ComplexAssembly	pid_107148:1.0;pid_107150:1.0;pid_60205:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12145303;Pubmed:2715183
pid_107160	pid_106903;pid_24903	pid_107161	None	ComplexAssembly	pid_106903:1.0;pid_107161:1.0;pid_24903:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15466886
pid_107170	pid_107171;pid_60252	pid_107175	None	ComplexAssembly	pid_107171:1.0;pid_107175:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12379663;Pubmed:7559532;Pubmed:8019006
pid_107187	pid_107039;pid_60139	pid_107188	None	ComplexAssembly	pid_107039:1.0;pid_107188:1.0;pid_60139:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11744715;Pubmed:12972542
pid_107198	pid_106903;pid_107199	pid_107202	None	ComplexAssembly	pid_106903:1.0;pid_107199:1.0;pid_107202:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9488735
pid_107212	pid_107213;pid_40410	pid_107215	None	ComplexAssembly	pid_107213:1.0;pid_107215:1.0;pid_40410:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:14564503
pid_107224	pid_106986;pid_60205	pid_107225	None	ComplexAssembly	pid_106986:1.0;pid_107225:1.0;pid_60205:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:7521847;Pubmed:9139675
pid_107236	pid_107237;pid_60205	pid_107239	None	ComplexAssembly	pid_107237:1.0;pid_107239:1.0;pid_60205:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10772239;Pubmed:20806289;Pubmed:2715183;Pubmed:7551560;Pubmed:7615681;Pubmed:9281592
pid_107252	pid_24903;pid_60252	pid_107253	None	ComplexAssembly	pid_107253:1.0;pid_24903:1.0;pid_60252:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15466886
pid_107261	pid_107262;pid_60139	pid_107266	None	ComplexAssembly	pid_107262:1.0;pid_107266:1.0;pid_60139:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11744715;Pubmed:12972542
pid_107276	pid_106903;pid_107074	pid_107277	None	ComplexAssembly	pid_106903:1.0;pid_107074:1.0;pid_107277:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:11980922
pid_107285	pid_107131;pid_60205	pid_107286	None	ComplexAssembly	pid_107131:1.0;pid_107286:1.0;pid_60205:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:9361014
pid_107297	pid_107113;pid_60236	pid_107298	None	ComplexAssembly	pid_107113:1.0;pid_107298:1.0;pid_60236:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10464311;Pubmed:12145303;Pubmed:12496264
pid_107308	pid_107199;pid_60110	pid_107309	None	ComplexAssembly	pid_107199:1.0;pid_107309:1.0;pid_60110:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:15181153
pid_107318	pid_57763;pid_58096	pid_58097	None	ComplexAssembly	pid_57763:1.0;pid_58096:1.0;pid_58097:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10816592;Pubmed:8245132
pid_107323	pid_106903	None	None	ComplexAssembly	pid_106903:1.0	true	None	None	None
pid_107325	pid_30706;pid_57763	pid_58031	None	ComplexAssembly	pid_30706:1.0;pid_57763:1.0;pid_58031:1.0	true	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:10593924;Pubmed:8245132;Pubmed:8910476
