#id	controllingElements	controlledElements	controlType	catalysisdir	evidence	xref
pid_104875	pid_104751	pid_104872	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12099895;Pubmed:8050374;Pubmed:8113807
pid_104879	pid_104554	pid_28100	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15247242;Pubmed:17538019
pid_104884	pid_41339	pid_104881	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:17538019
pid_104899	pid_104900	pid_104886	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11809840;Pubmed:14610057
pid_104902	pid_104903	pid_104886	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11809840;Pubmed:14610057
pid_104907	pid_26924	pid_104886	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:11809840;Pubmed:14610057
pid_104916	pid_104917	pid_104913	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11228159;Pubmed:11466312;Pubmed:15247242
pid_104919	pid_26924	pid_104913	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11228159;Pubmed:11466312;Pubmed:15247242
pid_104922	pid_104622	pid_15760	INHIBITION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15121175
pid_104930	pid_28001	pid_104926	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:12604612;Pubmed:15226396;Pubmed:1639850;Pubmed:1837087;Pubmed:2762814;Pubmed:3780667;Pubmed:7885471;Pubmed:9655503
pid_104935	pid_26924	pid_20401	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16319177;Pubmed:17765222;Pubmed:2318342
pid_104939	pid_104540	pid_104758	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12213839;Pubmed:1487503;Pubmed:19162191
pid_105728	pid_105729	pid_105726	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19218854;Pubmed:20547845
pid_105745	pid_105746	pid_105726	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19218854;Pubmed:20547845
pid_105754	pid_105755	pid_105752	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12824285
pid_105764	pid_13913	pid_105752	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12824285
pid_105769	pid_105770	pid_105767	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16025156
pid_105807	pid_105808	pid_105805	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18566366
pid_105837	pid_105838	pid_105819	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:16025156
pid_105850	pid_105851	pid_105841	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:17027917;Pubmed:18838547
pid_105884	pid_105851	pid_105881	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19501120
pid_105889	pid_105890	pid_105886	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14729660
pid_105896	pid_105867	pid_105894	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17984303
pid_105897	pid_53513	pid_105894	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:17984303
pid_105904	pid_105729	pid_105902	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:20547845
pid_105917	pid_105838	pid_105908	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:16025156
pid_105921	pid_105808	pid_105919	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:18952897
pid_105925	pid_105926	pid_105726	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19122641
pid_105945	pid_105838	pid_105936	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:19122641
pid_105947	pid_105948	pid_105767	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16025156
pid_105959	pid_105960	pid_105957	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:11724772;Pubmed:12817025
pid_105968	pid_105785	pid_105902	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12594256
pid_105969	pid_33475	pid_105902	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12594256
pid_105975	pid_105785	pid_105973	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19875724
pid_105976	pid_105977	pid_105973	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:19875724
pid_106007	pid_30778	pid_16880	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:20007974
pid_106008	pid_106009	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:20007974
pid_106014	pid_105793	pid_106012	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16148103
pid_106027	pid_105838	pid_106017	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12055204;Pubmed:16834340
pid_106040	pid_105851	pid_106031	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11390458;Pubmed:17707128
pid_106085	pid_106086	pid_106071	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106101	pid_105729	pid_105767	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16878026;Pubmed:19218854;Pubmed:20547845
pid_106102	pid_105746	pid_105767	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16878026;Pubmed:19218854;Pubmed:20547845
pid_106112	pid_105948	pid_106110	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16025156
pid_106120	pid_105838	pid_106115	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10623794;Pubmed:12594256;Pubmed:16148103;Pubmed:19875724
pid_106124	pid_105785	pid_106122	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16843693
pid_106133	pid_105926	pid_105767	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:19122641
pid_106141	pid_105870	pid_106136	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:20007974
pid_106178	pid_105729	pid_105805	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:20547845
pid_106193	pid_105793	pid_106191	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16148103
pid_106199	pid_105994	pid_106196	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:17767165
pid_106206	pid_30778	pid_96191	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:20007974
pid_106207	pid_106009	pid_96191	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:20007974
pid_106211	pid_106212	pid_106209	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14729660
pid_106222	pid_105729	pid_106220	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16878026;Pubmed:20547845
pid_106233	pid_106152	pid_106230	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:14660645
pid_106236	pid_105770	pid_106110	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16025156
pid_106247	pid_105844	pid_106110	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:18838547
pid_106269	pid_106032	pid_106266	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11390458;Pubmed:17707128
pid_106288	pid_106289	pid_106272	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:9442017
pid_106304	pid_36268	pid_106292	ACTIVATION	LEFT_TO_RIGHT	inferred-from-physical-interaction:ECO:0000021	Pubmed:11001876;Pubmed:14688341
pid_106311	pid_106312	pid_106308	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:8052307;Pubmed:9307042;Pubmed:9593664
pid_106326	pid_68548	pid_106321	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10357815;Pubmed:18024423
pid_106327	pid_12411	pid_106321	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10357815;Pubmed:18024423
pid_106375	pid_106376	pid_106371	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12780340
pid_106404	pid_106405	pid_106393	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:8945478;Pubmed:9442017
pid_106413	pid_106414	pid_106393	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:8945478;Pubmed:9442017
pid_106424	pid_106425	pid_106421	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:10764758;Pubmed:8643691;Pubmed:9824312
pid_106438	pid_52469	pid_106435	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:9593664
pid_106441	pid_106442	pid_10409	ACTIVATION	None	None	Pubmed:11154281
pid_106448	pid_106449	pid_106443	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:9417041
pid_106456	pid_106457	pid_106451	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418224
pid_106466	pid_12411	pid_106462	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:9326591
pid_106472	pid_36268	pid_106469	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10770799;Pubmed:11102801;Pubmed:14688341
pid_106473	pid_28479	pid_106469	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10770799;Pubmed:11102801;Pubmed:14688341
pid_106479	pid_12411	pid_106475	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10333475
pid_106485	pid_14271	pid_106482	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_106486	pid_14437	pid_9270	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418224;Pubmed:7627555
pid_106487	pid_27974	pid_9270	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418224;Pubmed:7627555
pid_106488	pid_24893	pid_9270	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:16418224;Pubmed:7627555
pid_106495	pid_106496	pid_106490	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15296756;Pubmed:16418224
pid_106509	pid_52469	pid_106506	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:9593664
pid_106515	pid_5098	pid_106511	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11154281
pid_106524	pid_12411	pid_106520	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:11804589
pid_106544	pid_14271	pid_106539	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:7627555
pid_106545	pid_106546	pid_106539	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:7627555
pid_106554	pid_12411	pid_106550	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:9072969;Pubmed:9550703
pid_106576	pid_86245	pid_106573	ACTIVATION	LEFT_TO_RIGHT	None	None
pid_106580	pid_11799	pid_106577	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:15879121
pid_108804	pid_9586	pid_108801	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11532940
pid_108837	pid_108838	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_108855	pid_4936	pid_108851	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11335727;Pubmed:11532940
pid_108861	pid_108862	pid_108858	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11335727;Pubmed:11532940
pid_108863	pid_108852	pid_108858	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11335727;Pubmed:11532940
pid_108865	pid_108866	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_108895	pid_108896	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_108933	pid_4936	pid_10424	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:16076871
pid_108935	pid_108811	pid_24642	ACTIVATION	None	None	Pubmed:16633338
pid_108939	pid_108940	pid_108936	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:16076871
pid_108960	pid_108961	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_108970	pid_108971	pid_10409	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16076871
pid_108972	pid_35272	pid_10409	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16076871
pid_108982	pid_108882	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_108992	pid_108811	pid_108985	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:7675451;Pubmed:8662748;Pubmed:9927207
pid_108999	pid_108811	pid_108997	ACTIVATION	None	None	Pubmed:16633338
pid_109015	pid_109016	pid_109012	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021;inferred-from-sequence-orthology:ECO:00000060	Pubmed:16076871
pid_109024	pid_108940	pid_75064	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-sequence-orthology:ECO:00000060	Pubmed:8662748;Pubmed:9927207
pid_109039	pid_109001	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_109049	pid_109028	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_109066	pid_31152	pid_109063	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11532940
pid_109077	pid_109078	pid_109074	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11532940
pid_109082	pid_108916	pid_16880	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:11553610
pid_109088	pid_108811	pid_109085	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11532940;Pubmed:16076871
pid_109089	pid_108940	pid_109085	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:11532940;Pubmed:16076871
pid_109435	pid_109436	pid_109424	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12389031
pid_109454	pid_28511	pid_16880	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15536074
pid_109457	pid_14237	pid_12297	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12973357
pid_109458	pid_27722	pid_12297	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12973357
pid_109519	pid_109520	pid_30733	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12475948
pid_109526	pid_70044	pid_9270	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12408869
pid_109532	pid_109490	pid_109529	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:12925710
pid_109533	pid_109534	pid_16880	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12223469
pid_109541	pid_109542	pid_20401	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:15107857
pid_109565	pid_109566	pid_52733	INHIBITION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:10570155
pid_109572	pid_109573	pid_16880	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15107421
pid_109582	pid_109428	pid_20498	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12389031
pid_109598	pid_109463	pid_109595	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10570155
pid_109607	pid_109586	pid_109602	ACTIVATION	LEFT_TO_RIGHT	None	Pubmed:12475948
pid_109608	pid_24893	pid_30733	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12475948
pid_109615	pid_109554	pid_109610	ACTIVATION	LEFT_TO_RIGHT	inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:12546821
pid_109623	pid_28349	pid_109618	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:15107857
pid_109626	pid_70181	pid_30843	ACTIVATION	None	inferred-from-mutant-phenotype:ECO:0000015	Pubmed:14500293
pid_109634	pid_109467	pid_109629	ACTIVATION	LEFT_TO_RIGHT	inferred-from-genetic-interaction:ECO:0000011	Pubmed:11585923
pid_109641	pid_70044	pid_109636	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12408869
pid_109648	pid_28349	pid_109643	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10644995;Pubmed:11780069;Pubmed:8755474
pid_109657	pid_70044	pid_109654	INHIBITION	None	inferred-from-direct-assay:ECO:0000002	Pubmed:12408869
pid_109663	pid_109508	pid_109659	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-physical-interaction:ECO:0000021	Pubmed:10669731
pid_109673	pid_28349	pid_109668	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:7973638;Pubmed:8755474
pid_109680	pid_28349	pid_109676	ACTIVATION	None	inferred-from-physical-interaction:ECO:0000021	Pubmed:8761303;Pubmed:8918835
pid_109687	pid_109688	pid_109682	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15821731
pid_109704	pid_28349	pid_109696	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:7973638;Pubmed:8755474;Pubmed:8878483
pid_109712	pid_109586	pid_109707	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002	Pubmed:12475948
pid_109723	pid_109463	pid_109714	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:15821731
pid_109731	pid_109520	pid_109726	ACTIVATION	LEFT_TO_RIGHT	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015	Pubmed:12475948
pid_109747	pid_28349	pid_109734	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-physical-interaction:ECO:0000021	Pubmed:8755474;Pubmed:8808709
pid_109751	pid_109688	pid_12297	ACTIVATION	None	inferred-from-direct-assay:ECO:0000002;inferred-from-mutant-phenotype:ECO:0000015;inferred-from-sequence-orthology:ECO:00000060	Pubmed:15821731
